name,brewery_type,address,state,phone,website_url,country,region,division,longitude,latitude
Brick Oven Pizza Co / Brick & Forge Brewing,brewpub,2410 Linwood Dr Paragould Arkansas 72450-6122,Arkansas,8702364200,http://www.brickovenpizzacompany.com,United States,South,West South Central,-90.52047972,36.03163581
Brick Works Brewing and Eats,brewpub,230 S Dupont Blvd Smyrna Delaware 19977-1573,Delaware,3025082523,http://www.brickworksde.com,United States,South,South Atlantic,-75.60080124,39.29825995
BrickHaven Brewing Company,micro,200 E Jefferson St Grand Ledge Michigan 48837-1537,Michigan,5179251319,Not Available,United States,Midwest,East North Central,-84.745273,42.752301
BrickStone Brewery Brewpub,brewpub,557 William Latham Dr Bourbonnais Illinois 60914-2319,Illinois,8159369277,http://www.brickstonebrewery.com,United States,Midwest,East North Central,-87.881654,41.162675
Bricktown Brewery,brewpub,1 Remington Pl Oklahoma City Oklahoma 73111,Oklahoma,4054194449,http://www.bricktownbrewery.com,United States,South,West South Central,-97.471261,35.5277209
Bricktown Brewery,brewpub,1 N Oklahoma Ave Oklahoma City Oklahoma 73104-2413,Oklahoma,4052322739,http://www.bricktownbrewery.com,United States,South,West South Central,-97.510181,35.567702000000004
Bricktowne Brewing Co,brewpub,111 E 8th St Medford Oregon 97501-7201,Oregon,5419732377,http://www.bricktownebeer.com,United States,West,Pacific,-122.87215249999998,42.32544541
Brickway Brewery and Distillery,micro,1116 Jackson St Omaha Nebraska 68102-2825,Nebraska,4029332613,http://www.drinkbrickway.com,United States,Midwest,West North Central,-95.93090524,41.25449082
Brickyard Brewing Company,brewpub,436 Center St Lewiston New York 14092-1604,New York,7167547227,http://www.brickyardbrewingcompany.com,United States,Northeast,Middle Atlantic,-79.04306419,43.1729222
Bridge And Tunnel Brewery,micro,15-35 Decatur St Ridgewood New York 11385-5818,New York,3473928593,http://www.bridgeandtunnelbrewery.com,United States,Northeast,Middle Atlantic,-73.9017521,40.6943348
BridgePort Brewing Co,regional,1318 NW Northrup St Portland Oregon 97209-2808,Oregon,5032417179,http://www.bridgeportbrew.com,United States,West,Pacific,-122.68486010000001,45.53133335
Bridger Brewing Company,brewpub,1609 S 11th Ave Bozeman Montana 59715-5466,Montana,4065872124,http://www.bridgerbrewing.com,United States,West,Mountain,-111.0526959,45.6627215
Brieux Carre Brewing Company,micro,2115 Decatur St New Orleans Louisiana 70116,Louisiana,5043044242,http://www.brieuxcarre.com,United States,South,West South Central,-90.05724959999999,29.9627851
Brigadoon Brewery & Brew School,micro,4808 Fairmont Pkwy Ste 112 Pasadena Texas 77505-3722,Texas,9368940425,http://www.brigadoonbrewery.com,United States,South,West South Central,-95.15119250000001,29.650113399999995
Bright Penny Brewing Company,contract,309 W Graham St Mebane North Carolina 27302-2311,North Carolina,Not Available,http://www.brightpennybrewing.com,United States,South,South Atlantic,-79.27030152,36.09926877
Brim Kitchen and Brewery,brewpub,3941 Erie St Willoughby Ohio 44094-7704,Ohio,4402068183,http://www.brimbrewery.com,United States,Midwest,East North Central,-81.40637701,41.64346969
Brindle Haus Brewing Company,micro,377 S Union St Spencerport New York 14559-1970,New York,5855076665,http://www.brindlehausbrewing.com,United States,Northeast,Middle Atlantic,-77.80412199999999,43.185296
Brink Brewing Company,micro,5905 Hamilton Ave Cincinnati Ohio 45224-3045,Ohio,5138823334,http://www.brinkbrewing.com,United States,Midwest,East North Central,-84.545876,39.192788
Brinx Jones Brewery,micro,613 E Landis Ave Vineland New Jersey 8360,New Jersey,8564056993,http://www.brinxjones.com,United States,Northeast,Middle Atlantic,-75.02304749,39.485955
Brioux City Brewery,micro,1306 Court St Sioux City Iowa 51105,Iowa,7122779568,http://www.briouxcitybrewery.com,United States,Midwest,West North Central,-96.39640025,42.50441425
Bristol Brewing Co,micro,1604 S Cascade Ave Colorado Springs Colorado 80905-2237,Colorado,7196332555,http://www.bristolbrewing.com,United States,West,Mountain,-104.827401,38.810861700000004
Bristol Station Brews & Taproom,micro,41 Piedmont Ave Bristol Virginia 24201-4160,Virginia,2766081220,http://www.bristolbrew.com,United States,South,South Atlantic,-82.1842085,36.59629295
Brite Eyes Brewing Co,brewpub,1156 S Burdick St Kalamazoo Michigan 49001-2741,Michigan,2692205001,Not Available,United States,Midwest,East North Central,-85.58284599999999,42.27977268
British Bulldog Brewery,micro,14540 Camaren Park Dr Chico California 95973-8835,California,5308928759,http://www.britishbulldogbrewery.com,United States,West,Pacific,-121.84683159999999,39.83081138
Brix Taphouse and Brewery,brewpub,813 8th St Greeley Colorado 80631-3911,Colorado,9703976146,http://www.brixtaphouseandbrewery.com,United States,West,Mountain,-104.69113709999999,40.42495461
Brixton Brewing,brewpub,165 Brighton Ave Rochester Pennsylvania 15074-2203,Pennsylvania,7247282227,http://www.brixtonbrewing.com,United States,Northeast,Middle Atlantic,-80.28285490000002,40.70091875
Broad Brook Brewing Company,micro,915 South St Suffield Connecticut 6078,Connecticut,8606231000,http://www.broadbrookbrewing.com,United States,Northeast,New England,-72.66266463,41.96200785
Broadway Brewery,brewpub,816 E Broadway Ste B Columbia Missouri 65201-4898,Missouri,5734435054,http://www.broadwaybrewery.com,United States,Midwest,West North Central,-92.327968,38.951342
Broken Arrow Brewing Co.,micro,333 W Dallas St Broken Arrow Oklahoma 74012-4026,Oklahoma,9182868101,http://www.brokenarrowbrewingco.com,United States,South,West South Central,-95.79448895,36.0502662
Broken Bow Brewery,micro,173 Marbledale Rd Tuckahoe New York 10707-3117,New York,9142680900,http://www.brokenbowbrewery.com,United States,Northeast,Middle Atlantic,-73.81903249999999,40.9549645
Broken Horn Brewing Company,micro,201 S Mission St McCall Idaho 83638,Idaho,2083155772,http://www.brokenhornbrewing.com,United States,West,Mountain,-116.104522,44.896502000000005
Broken Symmetry Gastro Brewery,brewpub,5 Depot Pl Bethel Connecticut 06801-2507,Connecticut,2037311735,Not Available,United States,Northeast,New England,-73.41424776,41.37097334
Broken Tooth Brewing Co,brewpub,2021 Spar Ave Anchorage Alaska 99501-1815,Alaska,9072784999,https://brokentoothbrewing.net,United States,West,Pacific,-149.8437638,61.2225517
Broken Trail Brewery & Distillery,micro,2921 Stanford Dr NE Albuquerque New Mexico 87107-1813,New Mexico,5052216281,http://www.brokentrailspirits.com,United States,West,Mountain,-106.6175091,35.11440682
Broken Wheel Brewery,brewpub,109 Tunica Dr E Marksville Louisiana 71351-3005,Louisiana,3182536543,Not Available,United States,South,West South Central,-92.06931518,31.12386287
Brokerage Brewing Company,micro,2516 Covington St West Lafayette Indiana 47906-1404,Indiana,7652332767,http://www.brokeragebrewing.com,United States,Midwest,East North Central,-86.91414689,40.45361124
Bronze Owl Brewing,brewpub,506 Vine St Poplar Bluff Missouri 63901-7331,Missouri,5738405202,http://www.bronzeowlbrewing.com,United States,Midwest,West North Central,-90.39577338,36.75663108
Brookeville Beer Farm,micro,20315 Georgia Ave Brookeville Maryland 20833-1711,Maryland,3012601000,http://www.brookevillebeerfarm.com,United States,South,South Atlantic,-77.0579247,39.1780888
Brothers Cascadia Brewing,micro,9811 NE 15th Ave Vancouver Washington 98665-9102,Washington,3607188927,http://www.brotherscascadiabrewing.com,United States,West,Pacific,-122.6553318,45.6499058
Brothers Craft Brewing,micro,800 N Main St Harrisonburg Virginia 22802-4625,Virginia,5404216599,http://www.brotherscraftbrewing.com,United States,South,South Atlantic,-78.861099,38.457570000000004
Brotherton Brewing Company,micro,340 Forked Neck Rd Shamong New Jersey 8088,New Jersey,6098012686,http://www.brothertonbrewing.com,United States,Northeast,Middle Atlantic,-74.72540127,39.78817758
Brotherwell Brewing,micro,400 E Bridge St Waco Texas 76704-2505,Texas,2147638755,Not Available,United States,South,West South Central,-97.124214,31.56428
Brouwerij Cursus Keme,brewpub,155 Thompson St Asheville North Carolina 28803-1443,North Carolina,Not Available,Not Available,United States,South,South Atlantic,-82.52572837,35.57438843
Brouwerij Les Deplorables,micro,19812 163rd Ave NE Woodinville Washington 98072-7027,Washington,2067902496,Not Available,United States,West,Pacific,-122.12254850000001,47.7711936
Brown Iron Brewhouse,brewpub,57695 Van Dyke Rd Washington Michigan 48094-2879,Michigan,586697330,http://www.browniron.com,United States,Midwest,East North Central,-83.03578521,42.71929931
Brown's Brewing Co,brewpub,50 Factory Hill Rd North Hoosick New York 12133,New York,5182732337,http://www.brownsbrewing.com,United States,Northeast,Middle Atlantic,-73.34515821,42.92661444
Brown's Brewing Co,brewpub,417 River St Troy New York 12180-2822,New York,5183654846,http://www.brownsbrewing.com,United States,Northeast,Middle Atlantic,-73.68755002,42.73567746
Brown Truck Brewery,micro,1234 N Main St High Point North Carolina 27262-3118,North Carolina,3368861234,http://www.browntruckbrewery.com,United States,South,South Atlantic,-80.01586879999999,35.9709266
BRU Handbuilt Ales and Eats,brewpub,5290 Arapahoe Ave Boulder Colorado 80303-1269,Colorado,7206385193,http://www.bruboulder.com,United States,West,Mountain,-105.2293345,40.014146200000006
Bruehol Brewing LLC,proprietor,4828 E 2nd St Benicia California 94510-1023,California,7073276768,http://www.bruehol.com,United States,West,Pacific,-122.12756370000001,38.08086313
Brueprint Brewing Company LLC,micro,1229 Perry Rd Ste 101 Apex North Carolina 27502-6898,North Carolina,9199718846,http://www.brueprint.com,United States,South,South Atlantic,-78.85014375,35.70884819
Bruery Terreux,micro,1174 N Grove St Anaheim California 92806-2129,California,7149966258,http://www.thebruery.com,United States,West,Pacific,-117.8418759,33.85793692
"Bruery, The",micro,717 Dunn Way Placentia California 92870-6806,California,7149966258,http://www.thebruery.com,United States,West,Pacific,-117.87916159999999,33.8623093
BruRm At Bar,brewpub,254 Crown St New Haven Connecticut 06511-6610,Connecticut,2034958924,http://www.barnightclub.com,United States,Northeast,New England,-72.9302577,41.306163899999994
Brush Creek Brewing Company,brewpub,102 N Main St Atkinson Nebraska 68713-4946,Nebraska,4029252629,Not Available,United States,Midwest,West North Central,-98.97836727,42.53141502
Brutopia Brewery and Kitchen,brewpub,505 Atwood Ave Cranston Rhode Island 02920-5327,Rhode Island,4014648877,http://www.brutopiabrewery.com,United States,Northeast,New England,-71.47169613,41.78983825
BS Brewing,micro,1408 Old Lehmann Rd Seguin Texas 78155-5048,Texas,8306608124,http://www.bsbrewingtx.com,United States,South,West South Central,-97.90477894,29.69091561
Bubes Brewery,brewpub,102 N Market St Mount Joy Pennsylvania 17552-1306,Pennsylvania,7176532056,http://www.bubesbrewery.com,United States,Northeast,Middle Atlantic,-76.50290152,40.11180762
Buck's Brewing Co,micro,993 Mount Vernon Rd Newark Ohio 43055-4728,Ohio,7406412337,Not Available,United States,Midwest,East North Central,-82.41752143,40.08367829
Bucket Brigade Brewery,micro,205 N Main St Cape May Court House New Jersey 08210-2121,New Jersey,6097782641,http://www.bucketbrigadebrewery.com,United States,Northeast,Middle Atlantic,-74.81946353,39.086856
Buckeye Beer Engine,brewpub,15315 Madison Ave Lakewood Ohio 44107-4020,Ohio,2162262337,http://www.buckeyebeerengine.com,United States,Midwest,East North Central,-81.80391800000001,41.477245
Buckeye Lake Brewery,micro,5176 Walnut Rd Buckeye Lake Ohio 43008,Ohio,7405356225,Not Available,United States,Midwest,East North Central,-82.488973,39.928559
Buckhorn Brewers LLC,micro,4229 W Eisenhower Blvd Loveland Colorado 80537-9202,Colorado,9709808688,Not Available,United States,West,Mountain,-105.09257350000001,40.4058904
BuckleDown Brewing,micro,8700 47th St Lyons Illinois 60534-1626,Illinois,7087771842,http://buckledownbrewing.com,United States,Midwest,East North Central,-87.8034082,41.8083636
Buffalo Bayou Brewing Co,micro,5301 Nolda St Houston Texas 77007-2234,Texas,7137509795,http://www.buffbrew.com,United States,South,West South Central,-95.4160849,29.775978000000002
Buffalo Bills Brewery,brewpub,1082 B St Hayward California 94541-4108,California,5108869823,http://www.buffalobillsbrewery.com,United States,West,Pacific,-122.0768666,37.6770284
Buffalo Brewing Company At The Water Buffalo,micro,106 S Rodney Parham Rd Little Rock Arkansas 72205,Arkansas,5012311062,http://www.thewaterbuffalo.com,United States,South,West South Central,-92.366648,34.752615999999996
Buffalo Brewing Company,micro,314 Myrtle Ave Buffalo New York 14204-2058,New York,7168682218,http://www.buffalo-brewing-company.com,United States,Northeast,Middle Atlantic,-78.85968835,42.87851264
Buffalo Brewpub,brewpub,6861 Main St Buffalo New York 14221-5929,New York,7166320552,http://www.buffalobrewpub.com,United States,Northeast,Middle Atlantic,-78.831057,42.946564
Buffalo Commons Brewing Company,micro,2307 Memorial Hwy Mandan North Dakota 58554-4624,North Dakota,7015952255,http://www.buffalocommonsbeer.com,United States,Midwest,West North Central,-100.8618267,46.82409056
Buffalo Creek Brewing,micro,360 Historical Ln Long Grove Illinois 60047-9613,Illinois,8478216140,http://www.facebook.com/buffalocreekbrewing,United States,Midwest,East North Central,-87.99776222,42.17719457
Buffalo Mountain Brewery,micro,332 Webbs Mill Rd N Floyd Virginia 24091,Virginia,Not Available,Not Available,United States,South,South Atlantic,-80.32462582,36.92079563
Buffalo RiverWorks Brewery,brewpub,359 Ganson St Buffalo New York 14203-3062,New York,7163422292,http://www.buffaloriverworks.com,United States,Northeast,Middle Atlantic,-78.87249292,42.8696795
Buffalo Water Beer Co,contract,"309 N Water St, #315 Milwaukee Wisconsin 53202-5710",Wisconsin,4142734680,http://www.buffalowaterbeer.com,United States,Midwest,East North Central,-87.90920890000001,43.034132299999996
Bull & Bush Brewery,brewpub,4700 E Cherry Creek South Dr Denver Colorado 80246-1819,Colorado,3037590333,http://www.bullandbush.com,United States,West,Mountain,-104.9488456,39.7116689
Bull Durham Beer Co,micro,409 Blackwell St Durham North Carolina 27701-3972,North Carolina,9197443568,http://www.bulldurhambeer.com,United States,South,South Atlantic,-78.90481568,35.9915653
Bull Falls Brewery LLC,micro,901 E Thomas St Wausau Wisconsin 54403-6450,Wisconsin,715842,http://www.bullfallsbrewery.com,United States,Midwest,East North Central,-89.6174386,44.951510999999996
Bull Island Brewing Company,brewpub,758 Settlers Landing Rd Hampton Virginia 23669-4035,Virginia,7577889489,http://www.bullislandbrewing.com,United States,South,South Atlantic,-76.34206545,37.02487345
Bulldog Brewing,brewpub,1409 119th St Whiting Indiana 46394-1714,Indiana,2196555284,http://www.bulldogbrewingco.com,United States,Midwest,East North Central,-87.49513509999998,41.679491
Bullfrog Brewery - Production Only,micro,229 W 4th St Williamsport Pennsylvania 17701-6112,Pennsylvania,5703264700,Not Available,United States,Northeast,Middle Atlantic,-77.051529,41.23995479999999
Bullfrog Brewery,brewpub,229 W 4th St Williamsport Pennsylvania 17701-6112,Pennsylvania,5703264700,http://www.bullfrogbrewery.com,United States,Northeast,Middle Atlantic,-77.051529,41.23995479999999
Bullfrog Creek Brewing Company,micro,3632 Lithia Pinecrest Rd Valrico Florida 33596-6305,Florida,8137038835,http://www.bullfrogcreekbrewing.com,United States,South,South Atlantic,-82.2695872,27.922973100000004
"Bullquarian Brewhouse, LLC",brewpub,1128 17th Ave Monroe Wisconsin 53566-2007,Wisconsin,6084266720,Not Available,United States,Midwest,East North Central,-89.6383093,42.60032375
Bullthistle Brewing Co.,brewpub,45 S Main St Sherburne New York 13460-9202,New York,6076742337,Not Available,United States,Northeast,Middle Atlantic,-75.49576861,42.67156527
Buoy Beer Company,micro,1 8th St Astoria Oregon 97103-4506,Oregon,5033254540,http://www.buoybeer.com,United States,West,Pacific,-123.835151,46.191323499999996
Bur Oak Brewing Company,micro,8250 E Trade Center Dr Columbia Missouri 65201-7635,Missouri,5738142178,http://www.buroakbeer.com,United States,Midwest,West North Central,-92.210993,38.954685999999995
Burdick Brewery,proprietor,8520 14th Ave S Seattle Washington 98108-4803,Washington,2069099632,http://www.burdickbrewery.com,United States,West,Pacific,-122.31456170000001,47.526728600000006
Burgundian Brewing Co.,micro,4725 Lipan St Denver Colorado 80211-2334,Colorado,4704400420,http://www.facebook.com/BurgundianBrewing,United States,West,Mountain,-105.0024095,39.782516799999996
Burial Beer Co,micro,40 Collier Ave Asheville North Carolina 28801-4024,North Carolina,Not Available,http://www.burialbeer.com,United States,South,South Atlantic,-82.55379062,35.5879562
Burley Oak Craft Brewery,micro,10016 Old Ocean City Blvd Berlin Maryland 21811-1145,Maryland,4104228887,http://www.burleyoak.com,United States,South,South Atlantic,-75.21698640000001,38.333644799999995
Burn'Em Brewing,brewpub,718 Freyer Rd Michigan City Indiana 46360-1911,Indiana,2193938606,http://www.burnembrewing.com,United States,Midwest,East North Central,-86.82979191,41.73849717
Burnin Daylight Brewing Company,planning,Not Available Lomita California 90717,California,3107417621,Not Available,United States,West,Pacific,-118.3195014,33.8036545
Burning Beard Brewing,micro,785 Vernon Way El Cajon California 92020-1938,California,6194569185,http://www.burningbeardbrewing.com,United States,West,Pacific,-116.9717836,32.81201287
Burnside Brewing Co,micro,701 E Burnside St Portland Oregon 97214-1218,Oregon,5032083476,http://www.burnsidebrewco.com,United States,West,Pacific,-122.65846950000001,45.5233261
Burnt City Brewing,micro,2747 N Lincoln Ave Chicago Illinois 60614-1320,Illinois,7732951270,http://www.burntcitybrewing.com,United States,Midwest,East North Central,-87.65722732,41.93185255
Burnt Timber Brewing,brewpub,96 Lehner St Wolfeboro New Hampshire 3894,New Hampshire,6036303605,http://www.burnttimbertavern.com,United States,Northeast,New England,-71.20968924,43.58632316
Burwood Brewing Company,micro,1120 E St Walla Walla Washington 99362-9505,Washington,5098766220,http://www.burwoodbrewing.com,United States,West,Pacific,-118.26532859999999,46.0940928
Busted Knuckle Brewery,micro,303 1st Ave S Glasgow Montana 59230-2308,Montana,4062282277,Not Available,United States,West,Mountain,-106.63354640000001,48.1938472
Butcherknife Brewing Company,micro,2875 Elk River Rd Steamboat Springs Colorado 80487-5076,Colorado,9708792337,http://www.butcherknifebrewing.com,United States,West,Mountain,-106.85776299999999,40.510887
Butler Brew Works,brewpub,101 S Main St Butler Pennsylvania 16001-5907,Pennsylvania,7242645347,http://www.butlerbrewworks.com,United States,Northeast,Middle Atlantic,-79.895238,40.860914
Butte Brewing Co,micro,465 E Galena St Butte Montana 59701-1928,Montana,4062993953,http://www.buttebrewing.com,United States,West,Mountain,-112.52591969999999,46.01246804
Butternuts Beer,micro,4021 State Highway 51 Garrattsville New York 13342-1705,New York,6072635070,http://www.butternutsbeer.com,United States,Northeast,Middle Atlantic,-75.1914973,42.62396243
Buzz Bomb Brewing Co,micro,406 E Adams St Springfield Illinois 62701,Illinois,2176794157,http://www.buzzbombbrewingco.com,United States,Midwest,East North Central,-89.65050394,39.8005279
Buzzards Bay Brewing Co,micro,98 Horseneck Rd Westport Massachusetts 02790-1399,Massachusetts,5086362288,http://www.buzzardsbrew.com,United States,Northeast,New England,-71.04970461,41.55207456
C.B. and Potts/Big Horn Brewery - Highlands Ranch,brewpub,43 W Centennial Blvd Highlands Ranch Colorado 80129-2323,Colorado,7203441200,http://www.cbpotts.com,United States,West,Mountain,-104.9887246,39.56211674
C.B. and Potts/Big Horn Brewery - Westminster,brewpub,1257 W 120th Ave Westminster Colorado 80234-2725,Colorado,3034515767,http://www.cbpotts.com,United States,West,Mountain,-105.0040899,39.91376115
Cabarrus Brewing Company,micro,329 McGill Ave NW Concord North Carolina 28027-6149,North Carolina,7044904487,http://www.cabarrusbrewing.com,United States,South,South Atlantic,-80.60600028,35.41573578
Cabin Boys Brewery,micro,1717 E. 7th Steeet Tulsa Oklahoma 74104,Oklahoma,9189334033,http://www.cabinboysbrewery.com,United States,South,West South Central,-95.96694699999999,36.1515468
Cabinet Mountain Brewing Co,brewpub,206 Mineral Ave Libby Montana 59923-1952,Montana,4062932739,http://www.cabinetmountainbrewing.com,United States,West,Mountain,-115.5506412,48.393650799999996
Caboose Brewing Co.,brewpub,520 Mill St NE Vienna Virginia 22180-4526,Virginia,7034734870,http://caboosebrewing.com,United States,South,South Atlantic,-77.2705542,38.9077525
Cafe Karibo,brewpub,27 N 3rd St Fernandina Beach Florida 32034-4111,Florida,9042775269,http://www.cafekaribo.com,United States,South,South Atlantic,-81.46300291,30.671625300000002
Cage Brewing,micro,2001 1st Ave S Saint Petersburg Florida 33712-1201,Florida,7272014278,Not Available,United States,South,South Atlantic,-82.660409,27.770291999999998
Cairn Brewing,micro,7204 NE 175th St Kenmore Washington 98028-3561,Washington,4259495295,http://www.cairnbrewing.com,United States,West,Pacific,-122.24408659999999,47.7571424
Cajun Brewing,micro,206 Rayburn St Lafayette Louisiana 70506-4130,Louisiana,3378069196,http://www.cajunbrewing.com,United States,South,West South Central,-92.04978922,30.21549043
Caldera Brewing Co,micro,590 Clover Ln Ashland Oregon 97520-3709,Oregon,5414824677,http://www.calderabrewing.com,United States,West,Pacific,-122.6633744,42.18373846
Caledonia Brewing,micro,587 Main St Dunedin Florida 34698-4998,Florida,7273515105,http://www.caledoniabrewing.com,United States,South,South Atlantic,-82.7840735,28.01394225
Calfkiller Brewing Co,micro,1839 Blue Springs Rd Sparta Tennessee 38583-2714,Tennessee,9317392337,http://www.calfkillerbeer.com,United States,South,East South Central,-85.42206083,35.94460668
Calibration Brewery,brewpub,119 Armour Rd Kansas City Missouri 64116-3502,Missouri,8169948277,http://www.calibrationbrewery.com,United States,Midwest,West North Central,-94.578762,39.141723
California Cider Co.,planning,Not Available Sebastopol California 95472,California,7078291101,http://www.acecider.com,United States,West,Pacific,-122.83325020000001,38.3845125
California Wild Ales,contract,4204 Sorrento Valley Blvd San Diego California 92121-1446,California,Not Available,Not Available,United States,West,Pacific,-117.21464879999999,32.905002
Call To Arms Brewing Company,micro,4526 Tennyson St Denver Colorado 80212-2527,Colorado,Not Available,http://www.facebook.com/calltoarmsbrewing,United States,West,Mountain,-105.0435373,39.778854100000004
Callahan West Brewery,micro,20 Main St Mosquero New Mexico 87733,New Mexico,Not Available,Not Available,United States,West,Mountain,-103.9581938,35.77706974
Callsign Brewing,micro,1447 Gentry St North Kansas City Missouri 64116,Missouri,8162552320,http://www.callsignbrewing.com,United States,Midwest,West North Central,-94.574428,39.138525
Calusa Brewing Company,micro,5701 Derek Ave Sarasota Florida 34233-2413,Florida,9419228150,http://www.calusabrewing.com,United States,South,South Atlantic,-82.483799,27.269363000000002
Cambridge House Brew Pub - Granby,brewpub,357 Salmon Brook St Granby Connecticut 06035-0438,Connecticut,8606532739,http://www.cbh.beer,United States,Northeast,New England,-72.79259539,41.96631414
Camino Brewing Co LLC,micro,718 S 1st St San Jose California 95113,California,Not Available,http://www.caminobrewing.com,United States,West,Pacific,-121.88234779999999,37.32530178
Campbell Brewing Co,micro,200 E Campbell Ave Campbell California 95008-2010,California,4088662699,Not Available,United States,West,Pacific,-121.93327430000001,37.2870748
Can Of Worms Brewing,planning,Not Available Glendale California 91214-1713,California,8187975520,http://www.canofwormsbrewing.com,United States,West,Pacific,-118.2462486,34.192912
Candia Road Brewing / Nepenthe Ale House,micro,840 Candia Rd Manchester New Hampshire 03109-5201,New Hampshire,6039358123,http://www.candiaroad.com,United States,Northeast,New England,-71.41301096,42.98495629999999
Cannon Ball Brewing Company,brewpub,1702 Bellefontaine St Indianapolis Indiana 46202-1813,Indiana,3174265978,http://www.cannonballbrewingindy.com,United States,Midwest,East North Central,-86.14245603,39.79046798
Canon & Draw Brewing Company,micro,1527 W Main St Richmond Virginia 23220,Virginia,8043530536,http://www.canonanddraw.beer,United States,South,South Atlantic,-77.46012854,37.54707897
Canteen Brewhouse,micro,2381 Aztec Rd NE Albuquerque New Mexico 87107-4207,New Mexico,5058304629,http://www.canteenbrewhouse.com,United States,West,Mountain,-106.617653,35.12025411
Canterbury Aleworks,micro,305 Baptist Hill Rd Canterbury New Hampshire 03224-2509,New Hampshire,6034914539,http://www.canterburyaleworks.com,United States,Northeast,New England,-71.51484346,43.38577573
"Canton Brew Works, LLC",micro,8521 N Lilley Rd Canton Michigan 48187-2091,Michigan,7349277081,http://www.cantonbrewworks.com,United States,Midwest,East North Central,-83.45863309999999,42.322478600000004
Canton Brewing Company,brewpub,120 3rd St NW Canton Ohio 44702,Ohio,Not Available,http://www.drinkcantonbeer.com,United States,Midwest,East North Central,-81.37453867,40.7998289
Canyon Club Brewery,planning,Not Available Moraga California 94556,California,8087992005,http://www.canyonclub.works,United States,West,Pacific,-122.12883000000001,37.834897
Canyon Creek Brewing,micro,3060 Gabel Rd Billings Montana 59102-7336,Montana,4066562528,http://www.canyoncreekbrewing.com,United States,West,Mountain,-108.59167520000001,45.74436502
Canyon Lakes Golf Course & Brewery,brewpub,640 Bollinger Canyon Way San Ramon California 94582-4971,California,Not Available,http://www.canyonlakesgolfbrew.com,United States,West,Pacific,-121.94788,37.77114856
Cape Ann Brewing Co,brewpub,11 Rogers St Gloucester Massachusetts 01930-5014,Massachusetts,9782827399,Not Available,United States,Northeast,New England,-70.66509344,42.61161602
Cape Charles Brewing Company,brewpub,2198 Stone Rd Cape Charles Virginia 23310-2706,Virginia,7574494839,http://www.capecharlesbrewing.com,United States,South,South Atlantic,-75.992111,37.269795
Cape May Brewing Company,micro,409 Breakwater Rd Cape May New Jersey 08204-4537,New Jersey,6098499933,http://www.capemaybrewery.com,United States,Northeast,Middle Atlantic,-74.91285755,39.00066318
Cape Vincent Brewing Co,micro,296 Broadway St Cape Vincent New York 13618,New York,Not Available,http://www.capevincentbrewing.com,United States,Northeast,Middle Atlantic,-76.33484565,44.12823687
Capital Brewery Co Inc,regional,7734 Terrace Ave Middleton Wisconsin 53562-3163,Wisconsin,6088367100,http://www.capitalbrewery.com,United States,Midwest,East North Central,-89.51657978,43.09489645
Capitol City Brewing Co,contract,2 Massachusetts Ave NE Washington District of Columbia 20002-4945,District of Columbia,2028422337,http://www.capcitybrew.com,United States,South,South Atlantic,-77.0082686,38.897929299999994
Capstan Bar Brewing Company,micro,2036 Exploration Way Hampton Virginia 23666-6260,Virginia,7577887276,http://www.capstanbarbrewing.com,United States,South,South Atlantic,-76.39947559999999,37.082339000000005
Captain Lawrence Brewing Co,regional,444 Saw Mill River Rd Ste 100 Elmsford New York 10523-1031,New York,9147412337,http://www.captainlawrencebrewing.com,United States,Northeast,Middle Atlantic,-73.839113,41.034859999999995
Caracara Brewing Company,micro,100 E Market St Lockhart Texas 78644-2747,Texas,Not Available,http://www.caracarabrewingcompany.com,United States,South,West South Central,-97.672065,29.883798
Carbondale Beer Works,brewpub,647 Main St Carbondale Colorado 81623-1934,Colorado,Not Available,http://www.carbondalebeerworks.com,United States,West,Mountain,-107.2134909,39.40060712
Cardinal Craft Brewing Academy/ Skagit Valley College,micro,15579 Peterson Rd Burlington Washington 98233-3625,Washington,3604162537,http://www.skagit.edu,United States,West,Pacific,-122.35339579999999,48.4719343
Carey's Brew House,brewpub,58 Bridge St Corning New York 14830-2239,New York,6073775651,http://www.careysbrewhouse.com,United States,Northeast,Middle Atlantic,-77.06089704,42.15025771
Carillon Brewing Company,brewpub,1000 Carillon Blvd Dayton Ohio 45409-2023,Ohio,9372932841,http://www.carillonbrewingco.org,United States,Midwest,East North Central,-84.20121,39.730102
Carlyle Brewing Co,brewpub,215 E State St Rockford Illinois 61104-1010,Illinois,8159632739,http://www.carlylebrewing.com,United States,Midwest,East North Central,-89.09053,42.2689989
Carmody Irish Pub & Brewing,brewpub,308 E Superior St Duluth Minnesota 55802-2120,Minnesota,2187404747,http://www.carmodyirishpub.com,United States,Midwest,West North Central,-92.09418809,46.78986799
Carolina Brewery - Chapel Hill,brewpub,460 W Franklin St Chapel Hill North Carolina 27516,North Carolina,9199421800,http://www.carolinabrewery.com,United States,South,South Atlantic,-79.0627304,35.9106269
Carolina Brewery - Pittsboro,micro,120 Lowes Dr Ste 100 Pittsboro North Carolina 27312-8872,North Carolina,9195452337,http://www.carolinabrewery.com,United States,South,South Atlantic,-79.1652429,35.7438093
